account_id,summoner_name,tier,match_id,team,position,playtime,spell1,spell2,kills,deaths,assists,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,visionScore,timeCCingOthers,totalDamageTaken,goldEarned,totalMinionsKilled,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,totalTimeCrowdControlDealt,visionWardsBoughtInGame,wardsPlaced,wardsKilled,killsRatio,deathsRatio,xcor_0,ycor_0,xcor_1,ycor_1,xcor_2,ycor_2,xcor_3,ycor_3,xcor_4,ycor_4,xcor_5,ycor_5,xcor_6,ycor_6,xcor_7,ycor_7,xcor_8,ycor_8,xcor_9,ycor_9,xcor_10,ycor_10,xcor_11,ycor_11,xcor_12,ycor_12,xcor_13,ycor_13,xcor_14,ycor_14,xcor_15,ycor_15
gY2248pNWRmT7INeOFpqVIsyzIi3qIBCdM806oviw9p4emEGz5Hp3DsZ,lol RingOn,GOLD,4556309336,200,BOTTOM,2065,7,4,7,4,15,33040,6854,2,18233,17354,5874,27,14,22987,13992,181,27,9,312,1,12,5,0.4583333333333333,0.12903225806451613,14147,14401,11459,6634,13068,2819,11935,1716,12504,2323,12314,1573,13173,4773,13166,3124,11476,3631,13218,6674,13819,3863,14340,14391,13461,4210,10765,4920,12546,1534,13634,6399
6hlYPBW9IyU5AFS4d9T18eV4mNzRE6g5LbrbHK3VXGgedk8,사일러스장인원챔,GOLD,4556309336,200,JUNGLE,2065,11,4,21,7,9,37894,0,1,16952,8244,0,32,13,32567,18355,39,209,45,313,0,11,4,0.625,0.22580645161290322,14486,14291,10959,7629,12435,6565,5350,11484,6286,8552,11050,8293,11223,2691,11073,8509,9705,3409,8914,10905,11218,8316,7110,7634,7550,13241,10342,5493,8688,4743,7053,10960
8Gf_wbNP2QcKo2zkjRFq76CjLkbLUQo45cBDSLmyppC2v7MaFPm54YkO,ZED NO 001,GOLD,4556309336,200,MID,2065,4,1,9,4,10,32215,0,1,13170,12252,12252,12,7,23080,16496,280,15,0,137,0,4,2,0.3958333333333333,0.12903225806451613,14277,14223,8923,8886,8120,7535,8507,8222,7827,7799,8369,9883,7951,7458,7595,7404,7645,7371,6978,6565,10337,9757,8306,7715,8499,8323,10241,5167,7635,7339,7053,7283
BKRt4sxLkllOFvcCMWJYCVilwMz2oLHdXvmDeyKhXVVm,원딜러용,GOLD,4469369843,100,BOTTOM,1328,7,4,1,6,2,6970,1132,2,3889,1211,566,18,0,11310,6075,121,2,0,0,1,8,0,0.2727272727272727,0.2608695652173913,221,471,8439,4754,11823,2103,11561,1882,13047,3663,12309,2425,11342,1323,12085,2415,12640,3178,12406,2162,10470,1375,10770,1294,4318,778,12717,2895,10914,1537,11657,1543
DhwN9T2d41TBYMFD_4-nbPLTjcnBLdRDkLJxsWFoSUKXDnGQmNUQDdUs,감삼네거리,GOLD,4469369843,100,MID,1328,12,4,3,2,4,12280,0,0,3694,451,451,16,21,9226,8206,160,0,0,165,1,8,0,0.6363636363636364,0.08695652173913043,351,293,8614,4492,7272,7252,6815,7024,6748,6545,7148,7480,6503,6353,1003,683,8121,8079,5772,5693,7671,7705,5358,7751,6741,7013,7359,7111,8685,4578,1872,1364
H4_yvR8xYDQcoi1Y2JM8MvhQ7TdnpN2eWfjNAR_3iV4Ro_w,야르팡,GOLD,4469369843,100,SUPPORT,1328,14,4,3,7,1,3514,2069,4,19655,0,0,29,28,13493,6027,28,0,0,75,5,15,4,0.36363636363636365,0.30434782608695654,311,649,8172,2558,12376,1495,11850,1653,12966,3299,11734,2042,11090,1935,12020,2226,12881,3077,11836,2580,12908,1780,11154,1367,10447,1375,12045,2701,10182,1111,11678,1986
qJB49zXt4GnJGCJd_o7b0Xh4pq7cJ8gqDqTUGWZt2RuG,상당초3짱송강,GOLD,4469369843,100,TOP,1328,12,4,3,3,1,8973,0,1,11738,0,0,16,11,16458,7790,164,0,0,50,4,6,2,0.36363636363636365,0.13043478260869565,560,581,784,10306,1977,12509,1887,12619,570,2101,2814,11507,2330,12498,394,461,815,10162,1658,12054,2057,12437,1911,11637,1377,8241,858,10833,1367,9459,886,10700
D0z6jkcCnpQB6U4OhCar9m2WlLBsb37fmw_R8Jb6mf1b57HTwkqVY7ai,이정규앞니찍어,GOLD,4469369843,100,JUNGLE,1328,11,4,1,5,1,2665,0,1,5567,0,0,28,12,13166,5282,16,72,0,165,7,6,6,0.18181818181818182,0.21739130434782608,560,361,8284,3582,3509,7821,2995,11568,3144,7615,4132,2811,9614,3480,7476,3928,1366,10305,6859,5031,394,461,2295,8884,7010,5293,7003,6221,3134,7428,2008,5271
n9d87PqWtGCEQdSZGCxQbnkQkT5rNTOAksECrJDPWad5,갱안오면 맘 다이,GOLD,4469369843,200,TOP,1328,4,12,2,3,1,11638,0,1,9927,4585,1760,8,9,14778,8905,174,12,12,51,1,6,0,0.13043478260869565,0.25,14486,14511,4234,13242,2509,12398,2429,12430,10995,13436,4142,13768,2457,12609,1670,11374,837,10174,2387,12265,2271,12491,2119,11727,2499,12666,1675,11337,13235,14076,1789,11428
I_wClC_3PgMsrp8f39NP2XVA3byV15YkOdbLMw7SQ_s-fVTgZpT5uTz5,렉사이의 분노,GOLD,4469369843,200,JUNGLE,1328,11,4,5,1,7,8116,0,1,15421,21071,363,28,10,17376,9055,14,128,8,311,6,13,5,0.5217391304347826,0.08333333333333333,14486,14291,12881,11815,11793,7445,3549,11433,6560,8141,12367,6450,6646,13255,4314,9591,2271,9859,11399,8192,10025,4553,5423,9091,6486,12408,2144,9839,5798,8725,11122,8399
DgK22Q5aTYdDO34fqc3jSRG4SRz9mAvIimrgVXdoo8sjfLI,우장산동,GOLD,4469369843,200,BOTTOM,1328,7,4,10,5,6,11662,1722,2,5639,2109,2109,14,1,12437,9879,162,4,0,15,1,5,1,0.6956521739130435,0.4166666666666667,14277,14223,11585,6641,12811,2254,12729,2564,13794,4201,13131,2842,11689,2165,13199,4192,13326,4083,13157,2563,11937,2041,11850,1481,12843,2071,13613,3973,9210,955,13009,3667
Yw0YGWKBSctHf_lLRwag532-LVz8aYyz5eXdfQBcC2eR,준희의테크닉,GOLD,4469369843,200,MID,1328,12,4,5,0,12,12759,0,0,13781,2987,873,16,25,11107,9217,129,12,4,78,3,8,2,0.7391304347826086,0,14147,14401,13130,12762,8171,7629,7557,7277,8265,8022,8142,7827,10392,1604,8807,8681,800,8211,6843,6752,9697,5411,14063,14064,7891,7006,8761,7636,7430,7171,8322,8114
-n8K1Td1xUGmCyah-ItidBhp_4KlY6ypbZrMeknEb0_iOUSf68HgVkwt,내가승환이다,GOLD,4469369843,200,SUPPORT,1328,4,14,1,3,15,6758,314,3,6186,1211,454,29,29,7591,6115,7,0,0,95,2,11,5,0.6956521739130435,0.25,14237,14579,12060,7251,12962,1870,13055,2473,14017,4240,13424,2356,12218,1713,13585,8735,13688,3892,13363,2811,11533,1880,11793,1655,12879,1870,13885,4249,11175,1849,13448,4556
uT7sJ5MXuSRF1GJJetryHUoc7fyGqPlCW6F5M7UBLHhZ,Zoe Enoch,GOLD,4571574197,100,BOTTOM,1504,12,4,9,7,4,23670,0,0,17417,598,0,24,11,21770,11152,157,12,0,214,3,10,4,0.65,0.20588235294117646,221,471,10058,3205,12048,2063,10835,1989,11678,1386,12455,1523,10380,1504,12999,3196,8433,1117,12036,2281,12421,3231,12901,5103,11125,1677,12000,2234,6272,6089,5945,7532
zavSCffaRLxKG9YDzNmqRxE2D08sTtvhQOcbWoQDzzRBFbY,180cm73kg15cm,GOLD,4571574197,100,MID,1504,12,4,4,9,2,12198,0,1,27211,473,314,17,29,21175,8227,146,4,0,82,2,9,2,0.3,0.2647058823529412,351,293,6962,7219,7756,7853,7738,7280,838,910,6676,7212,6556,6380,7947,7776,5134,5289,5898,8447,7519,5935,6270,6766,6206,6221,6106,6272,11896,3947,10947,1172
tmXPUEXKnHkwl8McPFVurtuU4M_vEdQdPXE7sV-sLIv0bnWUoEmDnKkE,꽃미남 상담사,GOLD,4571574197,100,SUPPORT,1504,3,14,4,5,10,11748,10876,4,8451,165,165,38,17,10760,7940,15,0,0,44,2,16,8,0.7,0.14705882352941177,311,649,3336,1430,12048,2063,10835,1989,12202,1506,11747,1419,10754,1949,11999,3433,8433,1117,12036,2281,12421,3231,12492,4762,11125,1677,5799,992,11525,4077,3367,8128
AFn6OY-uvbk1z2HiZUILkIYXVoLo6aojooZ2UhSpeYRPycI,사벨타이거,GOLD,4571574197,100,JUNGLE,1504,11,4,3,7,5,9145,0,1,18574,20253,0,13,16,29155,7709,19,92,0,133,1,4,1,0.4,0.20588235294117646,560,361,5309,9149,2282,8412,7942,11882,6463,8423,8497,2575,9104,1244,8653,4598,2315,8447,3102,11195,10172,4828,436,807,5988,8541,5826,6576,8446,2444,3774,8148
xwUYD7HvROMS-OMAqe1qDLj_2sFimiXbLRtZEjth8Z5r,푸타푸타푸타,GOLD,4571574197,100,TOP,1504,12,4,0,6,5,6605,0,1,17791,1832,1231,25,10,22819,7692,133,10,0,164,3,10,2,0.25,0.17647058823529413,560,581,4581,9406,1280,12334,924,11222,1561,12050,1182,10663,1710,12251,8976,9305,1182,10672,3952,10438,1043,10783,3802,13223,1186,10827,4681,11842,967,9908,394,461
BM3RqgkNDRiLxHEoq5eTtf93pUo--UuyYJwKQsXbnaWgdMUgBG1BX6wb,경안치,GOLD,4571574197,200,JUNGLE,1504,11,4,13,1,4,22454,0,1,19705,34727,2774,38,4,25885,13348,46,152,12,167,3,14,5,0.5,0.05,14486,14291,13539,8257,11851,7170,7777,11211,7168,3730,11214,8277,10343,4747,11350,6909,11870,13529,3909,11539,13734,13171,8813,5561,7914,9724,9325,7402,11529,6069,4922,8435
rTv5U6RXHRo7SBXza0M7haT9GmzDZgFRAPvQwQ_XIlCqYl4,매운새우깡임,GOLD,4571574197,200,TOP,1504,12,4,8,6,6,22737,0,1,10740,6374,6374,13,1,20359,11788,170,4,0,23,0,8,1,0.4117647058823529,0.3,14486,14511,6535,13202,2038,12087,2074,11741,2276,12535,1228,12046,11459,14147,3044,13333,1034,11219,6270,12732,1479,11245,13343,14271,11868,14194,8806,13913,1581,11102,1672,12034
TM_fOgW_uWPw-k0TEkZ53zqEAycxuiG_zsrh0VX9ZLhdgy0,나의 필리아,GOLD,4571574197,200,MID,1504,4,14,9,4,4,17855,0,1,17983,9513,2327,11,25,19693,11326,171,0,0,83,1,7,1,0.38235294117647056,0.2,14277,14223,6624,9541,8038,7923,8221,7440,14340,14391,7538,7247,6802,7108,8736,8232,7372,7258,4107,10296,13126,13623,7475,6967,7497,7449,6911,6800,7382,7441,11604,1742
vlhAUFQrnwxpdC5OkoXZ_qQ0gzX1VEYBZHEmzys20iCMyz4,에르메스시네틱,GOLD,4571574197,200,BOTTOM,1504,7,4,3,4,12,12263,2936,3,5753,16619,2397,12,1,12990,11232,192,8,0,11,1,9,2,0.4411764705882353,0.2,14147,14401,11070,5077,13118,2797,11835,1623,12099,2074,13037,3209,11873,1693,14260,13664,11176,1241,13215,5254,13691,4541,14087,11568,12355,2339,13388,2504,13427,4812,7592,7562
-QQbGdQFHSPKLahS87Vut2yeo-fyRNHin69jsR3zs4yVW_U,여 욤,GOLD,4571574197,200,SUPPORT,1504,14,4,1,5,19,6164,9449,14,5308,4545,2246,56,29,11401,7987,38,4,0,148,8,27,10,0.5882352941176471,0.25,14237,14579,11066,4968,13347,2135,12528,1923,11819,1987,13315,2671,12388,2060,13729,5932,11087,1089,13458,4615,13718,3589,13733,3974,12519,1598,13356,2528,13108,2642,6596,8333
I15qjfjGBsQnNNSPb59zodqPz2KxgJN70CtShlM1fHbp,안경잽이1,GOLD,4569942024,200,JUNGLE,1613,11,4,5,9,7,15590,0,1,20217,11791,0,24,146,30244,9910,51,116,3,496,5,9,0,0.5217391304347826,0.2571428571428571,14486,14291,11688,7440,12120,6659,7279,11252,11346,6208,11613,7807,7204,12280,10853,5446,11784,6699,9690,13218,8490,8912,8062,10545,7686,8639,12618,5602,11431,7107,1270,13008
3_aelvQyoO5izoY1J2OtrK63bbT_GXbjxY7G8tvUlUvokHg,매너채팅클린채팅,GOLD,4569942024,200,SUPPORT,1613,14,4,2,2,11,7722,1614,5,20473,2581,646,43,36,16537,6632,31,0,0,261,3,21,2,0.5652173913043478,0.05714285714285714,14237,14579,11617,7172,12602,2908,13066,3014,13759,3710,13336,2555,12400,3222,11524,3763,11304,1851,12576,2515,12650,2879,10541,1465,13181,8076,13050,3004,13838,12927,10342,4871
JPIrSpxv80alvqEvbJIZ1SfMmiVI6cF3X2RRWKdOxeyd,맘잡으면챌린저,GOLD,4569942024,200,BOTTOM,1613,7,4,6,5,5,15912,3293,3,7203,11127,4201,29,16,18090,12051,210,5,0,188,2,7,4,0.4782608695652174,0.14285714285714285,14147,14401,10944,5265,12877,2684,13098,2958,13477,4166,14340,14391,12636,2836,11739,1849,11711,1492,12699,2570,13447,3148,11112,1719,13503,5510,13137,2557,13329,4754,10648,4787
-s5mFwJeNWnVVZ7psTftwbga_WfI_k4UrKQMp-W2kV1HjQk1HseTAE9k,Spank Me Daddy,GOLD,4569942024,200,MID,1613,4,14,4,10,7,12094,0,1,19774,2429,257,16,22,21234,9142,150,7,0,107,1,8,1,0.4782608695652174,0.2857142857142857,14277,14223,8831,8673,7883,8006,7486,7398,14340,14391,7618,7886,8469,8258,7019,7146,6747,7105,7816,7878,10612,10359,8050,7890,10284,9978,11018,4803,13188,3281,7841,7334
pG21UC2DpGV_EcIZb0_5Zqz0FZ7ZIOLh1wv3SXiuWranFIm3-sAwlwBr,따봉팔,GOLD,4569942024,200,TOP,1613,12,4,6,9,4,21797,0,1,24794,3018,2906,9,48,33197,11150,138,0,0,600,0,6,1,0.43478260869565216,0.2571428571428571,14486,14511,9310,13079,2419,12598,3098,12867,13973,14373,2031,12487,8061,13611,4537,13736,13813,14324,3282,13389,3482,12985,4205,13358,12476,14129,3085,13236,4650,13200,2946,13588
yI_uMo_rZrXdhylpqy6d5OKtpR2a7hp5GnmpCZWLXvIs_ykrTaKgfCmS,나만의 야간비행,GOLD,4565661888,200,JUNGLE,2255,4,11,9,3,18,36738,0,1,48694,15114,1366,27,50,49746,17117,87,180,5,877,0,3,5,0.75,0.125,14486,14291,7539,11093,8294,10090,12514,6471,8970,9550,2027,9826,11368,8229,8880,9723,6373,8159,12134,9002,8845,5850,13090,4344,6852,8240,11839,4902,12354,13538,8092,8319
SDIDiIvx-LX_M4xSFZq2aNiBqQHUePVBkpE0lSDRbaY7VkHvDlfPqr8_,식집사,GOLD,4565661888,200,SUPPORT,2255,3,4,1,5,25,4453,29589,5,17441,1190,229,67,42,18206,9429,28,0,0,195,1,31,4,0.7222222222222222,0.20833333333333334,14237,14579,8773,8859,11329,4352,12271,1936,12247,2257,12455,2227,13163,2410,13519,4060,13117,2821,13425,4771,13297,3929,13574,3193,13304,10198,14085,6237,13294,4919,9964,6512
rGdPXdugHDMNPRH1jNyELmcq3IFqUNM5-CweTdhq2WJUTHzvKz9Q8qU-,칼리밴당하면닷지,GOLD,4565661888,200,MID,2255,14,4,11,7,7,19520,0,1,25665,8029,5006,28,4,35569,15450,205,8,1,106,5,15,0,0.5,0.2916666666666667,14277,14223,7497,11031,7897,8308,7934,8280,14014,13819,7751,7577,8150,8194,13870,13545,7986,8100,12062,11774,8245,7788,7777,7400,8333,8025,10384,5584,12565,13244,8969,8332
x3pDNDlcOzAP2SGh6_FWrEjPTHXq2VZOq5-kuEw0f9U2,홍떡천,GOLD,4565661888,200,TOP,2255,4,6,7,3,7,13997,0,1,43966,17284,9575,12,19,35219,14613,244,12,4,220,2,7,2,0.3888888888888889,0.125,14486,14511,7108,10092,2386,13101,4331,13602,3100,13249,1508,10800,7952,13588,2629,12724,2429,13006,3599,13308,13323,14269,2278,12372,2227,12000,2885,12919,1656,12889,1148,10593
JTJV4BJhJA89riCAVcKFjvRx31ivUY80sCQFJdSxzufZHsU,만수동손도끼,GOLD,4565661888,200,BOTTOM,2255,7,4,8,6,8,32254,3997,2,19073,23767,7047,40,15,27824,14787,213,18,7,74,1,11,5,0.4444444444444444,0.25,14147,14401,10791,5049,12799,2247,12021,2269,12413,2317,12435,1695,14340,14391,13707,3600,12792,2720,13751,4863,13285,3447,12869,3117,14075,8524,12653,3069,13422,3652,9636,8792
eZIpHlfeXa8d4OeMNEiPVgp5FDjbKZ8q6xN_ZZqJRvC8BCs,길가다마주친조교,GOLD,4570797508,100,BOTTOM,2347,7,4,14,5,15,39143,9590,2,12912,30498,7927,38,19,28397,18404,192,35,8,146,6,15,3,0.6590909090909091,0.18518518518518517,221,471,768,674,11833,1855,12458,2093,12564,3003,12711,2411,9913,1233,11998,1928,12298,2969,10126,2940,11349,1579,12257,1430,12920,3063,9626,1267,11411,1929,10884,1545
YqM7raFZo4enmBWD6Y9XWtCzsjUPhH1jY3sx5hAFwQIpDnDf1oekwEHT,Jeddy Is Me,GOLD,4570797508,100,TOP,2347,12,4,5,8,10,14694,0,1,42759,8242,6898,19,18,35799,14952,186,32,5,204,0,13,1,0.3409090909090909,0.2962962962962963,560,581,2899,7452,1940,12553,2188,11853,4547,6601,1710,12441,2344,12869,1810,11609,1118,10692,1018,3258,2948,11036,930,9715,3474,13240,2947,12496,1575,10773,3655,9130
F2IFc4onbQ4UCQvEphscRXRs3b_B4h5VKbApgMqiukMtGQI,나는 형민님이오,GOLD,4570797508,100,SUPPORT,2347,14,4,4,1,32,14657,5931,5,14486,3572,1367,72,48,6794,11982,56,0,0,154,18,36,13,0.8181818181818182,0.037037037037037035,311,649,7587,3106,12477,1706,12310,2122,13455,2776,11616,2059,9596,1111,11655,2014,13094,2644,833,268,12254,1260,11635,1756,12874,2122,9266,2058,10786,2243,10993,4245
oj2KwOJO88qm8MEO9_Tat5WPCuLFzYrwAjGAPZ_qshan7UbL5X3qRGi5,Kim Si Ahn,GOLD,4570797508,100,MID,2347,14,4,17,4,19,53854,0,1,55056,39127,4426,43,40,30409,22418,302,54,12,192,1,9,16,0.8181818181818182,0.14814814814814814,351,293,6882,6866,6908,7278,7592,7774,3519,6989,6554,6633,7118,7035,5878,5459,7830,8085,797,718,7243,5184,7301,7455,13404,2628,5970,5149,8705,4492,10175,4562
6bX68CIMRl0n9kB1n3IV4eHDp5Pa7No0O8Lchdd5D4oGEjc,녹서어어어어스,GOLD,4570797508,100,JUNGLE,2347,4,11,4,9,26,23038,33171,5,47325,6977,64,36,68,43624,11926,25,97,0,432,3,7,8,0.6818181818181818,0.3333333333333333,560,361,8066,3494,8366,2593,3835,6181,3741,6404,2778,8279,8687,4727,3803,6329,12311,3165,394,461,3839,4914,914,8360,6305,6732,2641,1303,8622,4419,3572,7846
FZD9iauLKEIdptX49HCc7H9We-SJ7-MJH-ZKs4TUt5QlUq4,워너비스,GOLD,4570797508,200,MID,2347,12,4,7,7,7,23877,0,1,33703,2239,1838,38,41,39086,13928,231,6,0,381,4,4,7,0.5185185185185185,0.1590909090909091,14277,14223,8697,6677,7472,7346,7952,8244,3490,6473,13379,12724,7779,7714,7572,8463,7877,8536,8439,3575,7937,6441,10694,2304,6323,6882,6915,7198,6757,6950,3523,8156
YxZqON_ELz7ZJRcIrSvSzQF1moWZODeAdc2Tl6vGKtPkEvqkY1m3j6Ok,녹색액체괴물,GOLD,4570797508,200,TOP,2347,12,4,7,11,7,36956,0,1,61925,4406,4406,28,8,44376,14921,251,13,9,68,5,8,2,0.5185185185185185,0.25,14486,14511,3090,12889,2795,12859,2618,12474,3555,6640,3278,13563,2998,13124,5680,13318,1524,11052,1094,10674,2824,13307,1575,10729,12037,1549,7874,7682,1572,10962,3473,8180
gwl4z9Z93BE2GS-gqt0pcybj3phnHxbIhvSPesTLMrk,Deleting,GOLD,4570797508,200,SUPPORT,2347,14,4,2,8,11,13437,6280,4,13939,1149,180,78,39,21539,9543,53,4,4,238,5,44,10,0.48148148148148145,0.18181818181818182,14237,14579,14116,5908,12175,2954,12091,3533,13217,4023,11725,4155,13052,3882,11804,3806,13265,3198,10277,4663,10439,9732,12336,2030,13745,3732,7692,7352,14572,14106,13165,2385
u3JSA8eefJ6w4mCv9e25htUDDNOCpf5ftgOEgGyRKpTL,널 좋아한다니까,GOLD,4570797508,200,JUNGLE,2347,11,4,4,10,11,10876,0,1,48695,23756,1230,26,22,42884,12199,23,165,8,450,9,8,1,0.5555555555555556,0.22727272727272727,14486,14291,9732,6316,11573,7897,2838,11242,3759,6278,10407,5001,10799,7617,7351,11934,1110,12293,10240,4322,10067,9016,3587,8126,4384,10101,12103,8534,7223,6648,13819,13858
4Fqm1FUuM2AMvLHCLN_0mQVYsOqdUzFHFsGVoCIQpn2IlCs,강 윤,GOLD,4570797508,200,BOTTOM,2347,7,4,7,8,6,24489,3153,5,13121,6905,6905,49,6,26166,16442,292,12,0,83,2,11,8,0.48148148148148145,0.18181818181818182,14147,14401,12458,7261,12530,2833,12814,3155,13702,4213,13250,3496,12927,1924,13128,2817,11957,3466,12562,2708,13800,8090,12161,3083,13488,4025,14114,14058,13518,4320,12187,2662
BcB6hcy0giMdrz_iBxPQ6bbiLs9mCyXAiFK0x5N90Tk0,shit jg gap,GOLD,4552944509,100,BOTTOM,1301,7,4,5,4,2,10474,914,2,5313,1445,422,9,2,9979,8028,140,6,0,74,3,7,1,0.7,0.14285714285714285,221,471,7085,3128,11905,2069,11768,2063,12761,1790,13589,3399,4039,702,10843,1172,11798,2995,10078,1408,13764,3781,12312,2142,12445,1483,13446,3180,11750,1746,10238,1121
kP0No1-gn0UywDVdOvh84Pd3M22i9zYcKggl6BpD82-6eW8,난트롤킹조현이다,GOLD,4552944509,100,SUPPORT,1301,14,4,1,8,5,11404,0,1,3414,226,226,26,9,12773,5183,11,1,0,14,0,11,3,0.6,0.2857142857142857,560,361,6961,3127,11851,2044,11532,1657,12154,2044,13312,3334,11319,1816,10738,1602,6712,1278,10116,1367,12669,3217,12093,2482,12952,2087,11559,1805,12531,2114,7394,1372
ZTf2Pg1icdOitvVc67lOMmOYtIZEqUuEIj6lk4jubEFpHzYsoyz0bKVT,뼛속까지원딜유저,GOLD,4552944509,100,MID,1301,4,14,0,7,0,2330,0,1,7713,907,907,8,1,10476,6239,140,0,0,64,0,5,0,0,0.25,351,293,7471,5013,7312,7270,7598,7737,7417,7481,6459,6557,7982,8167,7302,7676,7658,7209,6844,7240,6961,7038,7356,6949,6173,6356,7213,7426,7357,7316,11258,4817
Fa-VzjfLdNSBNocKzeQmuyxED2LXWetXF_755MwdtUQi,lusoesl,GOLD,4552944509,100,JUNGLE,1301,4,11,3,6,2,3641,0,1,12191,2716,0,16,9,18132,6870,25,88,8,358,4,9,2,0.5,0.21428571428571427,311,649,8027,3460,8542,2452,11273,6516,12500,6298,3823,6506,2944,12501,7789,3719,7837,4855,3683,4303,2874,11457,567,494,9558,3199,9333,5572,10106,5916,11247,5664
elnJFuCPZPZjsDAQaJG7tYJ3j5aDT-LZ_3vAKLmLOBg_,현수보다못한원,GOLD,4552944509,100,TOP,1301,12,4,1,3,3,11987,0,1,5098,4988,1454,15,4,9611,7365,162,0,0,96,1,7,2,0.4,0.10714285714285714,560,581,3080,8997,1877,12441,1796,11735,1237,11065,1559,11494,2408,12256,2175,12330,2309,13267,3854,12535,2400,11904,2885,11495,2630,12767,4802,11762,1294,7733,8535,1558
rtdGgFBNdUkmOeELegwuGeYbcxVlWy5MLkbNHIsqGI0AJNuJsBDkb8Gv,건대피카츄,GOLD,4552944509,200,MID,1301,14,4,19,0,2,23056,0,1,7238,1999,1999,18,24,11904,12590,144,5,1,137,5,7,2,0.75,0,14277,14223,9201,8874,7369,7627,8048,8111,8229,8299,7185,7294,8326,11684,13405,13758,9689,7059,4809,11790,12452,2723,6799,7597,6943,7146,11974,2247,12241,10235,8644,5281
2g-sE3RdfQvRksDta2gilfFkqaTIDdY-9OflMcr9Ku26v1Y,신용상,GOLD,4552944509,200,JUNGLE,1301,11,4,3,2,9,4644,0,1,10684,31182,745,22,8,22130,8743,19,114,16,345,3,5,1,0.42857142857142855,0.2,14486,14291,14426,14170,6483,12604,9319,9334,3880,11205,9679,11685,3949,12406,11365,8639,12467,11892,9811,4458,12792,5342,7775,6054,5164,10653,1078,10234,2251,9468,10641,4635
w-8CXOE5BHLStZpn3jZC4yBrpWAnCHLPIizNQFSt4oQAVHvmawQ4FYO9,연락은 했냐,GOLD,4552944509,200,BOTTOM,1301,7,4,4,3,5,10073,651,2,3820,8330,7781,19,11,8751,9908,187,5,1,68,2,8,3,0.32142857142857145,0.3,14147,14401,12194,7418,12750,2601,12679,2382,13080,3142,13474,3869,12152,2687,12090,1886,13721,4554,11112,1608,13758,4343,14315,13900,13270,2738,13250,3567,13171,3374,14340,14391
26x5Sj-WR5I7X4wCCsSRv4L5xyhU2qqG_wjnpPr8mfBtET4drUeLg58U,bini jjang i,GOLD,4552944509,200,SUPPORT,1301,4,14,1,4,11,4144,989,4,8129,157,49,29,19,11617,5880,27,0,0,52,4,11,5,0.42857142857142855,0.4,14237,14579,11240,6814,13257,2754,12812,2148,13273,2971,13362,4036,13790,10830,11888,2507,13648,9305,11067,1082,13664,3604,6147,9720,11903,3493,12944,3517,9965,6666,13749,13422
vIi1yAZCFMMrDNJm1YKKEIHkWp1W7aTx2L_TbQDvExl7iv0khuY1w8kE,그느낌을기억해라,GOLD,4552944509,200,TOP,1301,12,4,1,1,4,4726,0,1,8141,14229,3424,19,7,12934,7620,134,0,0,22,2,9,2,0.17857142857142858,0.1,14486,14511,4193,12775,2035,13220,2449,12707,1897,11700,1965,11940,2932,12458,3004,13013,3863,13865,10004,4569,3319,11627,4057,12863,5364,10659,1158,10321,5389,8606,10262,4823
4iEATmTrXgRejhOWYV-I_9DYGl__okgHBm_4TPwsa-xe,욕은하지마라하,GOLD,4166650413,100,JUNGLE,2607,4,11,4,7,15,26694,50921,4,87182,25371,0,51,66,58748,13621,27,167,24,956,6,7,6,0.38,0.2,560,361,7980,3495,8380,2604,3638,6376,3230,10654,2197,13391,7782,2420,10924,6880,6632,4499,8347,7618,5927,7277,2762,8155,6900,8921,7966,2872,4948,8388,5110,10269
uZkr5hmJOxozgr-y1o_UDv_bNFg97J59vLH2vFpz1g3Y3Wo,순수레바,GOLD,4166650413,100,MID,2607,14,4,19,11,8,43184,0,1,28211,7273,4731,51,10,32552,17858,211,18,9,143,4,3,16,0.54,0.3142857142857143,351,293,8101,6203,6409,7043,6762,7183,7048,7071,6502,6866,6842,7146,7302,7456,2839,2187,8064,7525,6245,5776,6628,7073,6983,7309,2370,1734,6239,10277,4151,4401
TIOvx3tWnQHS9Xmk2QHWKgDV3wpv1f8_KdosK14gq8u3Q4w,Van Dyck,GOLD,4166650413,100,TOP,2607,12,4,8,9,4,28657,0,1,54418,18368,6546,39,8,50734,16292,207,30,23,97,2,12,7,0.24,0.2571428571428571,560,581,1205,12247,2377,13551,2921,11590,3581,13103,4024,13711,1785,11260,1216,12225,4101,12204,821,2754,13224,2752,4181,13766,4142,13671,2580,13551,4008,12969,10891,1209
IZHr8jrdPfjX7390X97zJ_gK2ITdvc5m1F6zDrxBYHZEO6s,최강상근최정원,GOLD,4166650413,100,BOTTOM,2607,7,4,17,4,14,81526,3354,3,18383,28706,4390,21,25,24685,20698,260,24,4,150,1,3,7,0.62,0.11428571428571428,221,471,7804,3534,12053,1567,12034,2539,13349,3199,12247,2377,11689,1271,13400,3044,13172,2046,12625,2147,13307,3230,13564,2824,12646,3010,11602,7088,1529,3018,5309,13463
